OrderID,OrderDate,CustomerID,City,State,ProductID,ProductName,Category,UnitPrice,Quantity,LineSubtotal,DiscountRate,DiscountAmount,TaxAmount,ShippingMethod,ShippingCost,OrderTotal,PaymentMethod,ShippingDate,DeliveryDate,Returned,RefundAmount
ORD20375,15/06/2024 00:00,CUST1212,Kano,Kano State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Two-Day,10,225,Cash On Delivery,15/06/2024 00:00,20/06/2024 00:00,No,0
ORD20376,16/03/2025 00:00,CUST1024,Kaduna,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0.15,3,1.27,Two-Day,5,23.27,Paypal,16/03/2025 00:00,20/03/2025 00:00,No,0
ORD20377,21/05/2025 00:00,CUST1142,Zaria,Kaduna State,P6001,Football,Sports,30,2,60,0,0,4.5,Two-Day,5,69.5,Cash On Delivery,21/05/2025 00:00,22/05/2025 00:00,No,0
ORD20378,26/05/2024 00:00,CUST1131,Lagos,Lagos State,P3001,Men Denim Jeans,Clothing,45,2,90,0.1,9,6.08,Expedited,15,102.08,Credit Card,26/05/2024 00:00,30/05/2024 00:00,No,0
ORD20379,03/08/2025 00:00,CUST1203,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,3,36,0,0,2.7,Two-Day,10,48.7,Paypal,03/08/2025 00:00,04/08/2025 00:00,No,0
ORD20380,07/05/2025 00:00,CUST1202,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,15,111.75,Paypal,07/05/2025 00:00,11/05/2025 00:00,No,0
ORD20381,13/03/2024 00:00,CUST1019,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,15,1305,Bank Transfer,13/03/2024 00:00,15/03/2024 00:00,No,0
ORD20382,16/06/2025 00:00,CUST1291,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,1,45,0.05,2.25,3.21,Standard,10,55.96,Bank Transfer,16/06/2025 00:00,21/06/2025 00:00,No,0
ORD20383,19/07/2025 00:00,CUST1203,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,5,26.5,Bank Transfer,19/07/2025 00:00,21/07/2025 00:00,No,0
ORD20384,12/01/2025 00:00,CUST1084,Zaria,Kaduna State,P1001,Smartphone X1,Electronics,300,1,300,0,0,22.5,Expedited,5,327.5,Bank Transfer,12/01/2025 00:00,13/01/2025 00:00,No,0
ORD20385,28/03/2025 00:00,CUST1121,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0,0,180,Expedited,15,2595,Paypal,28/03/2025 00:00,29/03/2025 00:00,No,0
ORD20386,16/02/2024 00:00,CUST1082,Lagos,Lagos State,P4001,Body Lotion,Health & Beauty,15,3,45,0,0,3.38,Expedited,10,58.38,Cash On Delivery,16/02/2024 00:00,19/02/2024 00:00,No,0
ORD20387,09/01/2024 00:00,CUST1088,Sokoto,Sokoto State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,5,21.12,Paypal,09/01/2024 00:00,10/01/2024 00:00,No,0
ORD20388,05/06/2025 00:00,CUST1030,Sokoto,Sokoto State,P1003,Wireless Headphones,Electronics,90,2,180,0,0,13.5,Standard,10,203.5,Bank Transfer,05/06/2025 00:00,07/06/2025 00:00,No,0
ORD20389,25/09/2024 00:00,CUST1238,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,3,135,0.1,13.5,9.11,Standard,15,145.61,Paypal,25/09/2024 00:00,27/09/2024 00:00,No,0
ORD20390,24/09/2025 00:00,CUST1168,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,10,106.75,Cash On Delivery,24/09/2025 00:00,26/09/2025 00:00,No,0
ORD20391,13/04/2025 00:00,CUST1119,Minna,Niger State,P4001,Body Lotion,Health & Beauty,15,2,30,0,0,2.25,Two-Day,5,37.25,Cash On Delivery,13/04/2025 00:00,17/04/2025 00:00,No,0
ORD20392,30/07/2024 00:00,CUST1086,Jos,Plateau State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Paypal,30/07/2024 00:00,03/08/2024 00:00,No,0
ORD20393,11/03/2025 00:00,CUST1003,Zaria,Kaduna State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,15,1305,Paypal,11/03/2025 00:00,13/03/2025 00:00,No,0
ORD20394,28/03/2025 00:00,CUST1225,Sokoto,Sokoto State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Expedited,10,22.26,Paypal,28/03/2025 00:00,01/04/2025 00:00,No,0
ORD20395,09/04/2024 00:00,CUST1027,Kaduna,Kaduna State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,10,1300,Bank Transfer,09/04/2024 00:00,11/04/2024 00:00,No,0
ORD20396,05/07/2024 00:00,CUST1070,Sokoto,Sokoto State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Bank Transfer,05/07/2024 00:00,08/07/2024 00:00,No,0
ORD20397,17/07/2024 00:00,CUST1267,Kano,Kano State,P6001,Football,Sports,30,1,30,0.1,3,2.02,Two-Day,5,34.02,Bank Transfer,17/07/2024 00:00,21/07/2024 00:00,Yes,34.02
ORD20398,23/12/2024 00:00,CUST1250,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,5,220,Cash On Delivery,23/12/2024 00:00,28/12/2024 00:00,Yes,220
ORD20399,03/03/2024 00:00,CUST1092,Kano,Kano State,P5001,Bestseller Novel,Books,12,1,12,0.15,1.8,0.76,Two-Day,5,15.96,Credit Card,03/03/2024 00:00,08/03/2024 00:00,No,0
ORD20400,22/11/2024 00:00,CUST1281,Abuja,Fct,P4001,Body Lotion,Health & Beauty,15,3,45,0.05,2.25,3.21,Expedited,15,60.96,Cash On Delivery,22/11/2024 00:00,26/11/2024 00:00,No,0
ORD20401,24/04/2025 00:00,CUST1052,Minna,Niger State,P1001,Smartphone X1,Electronics,300,3,900,0,0,67.5,Expedited,15,982.5,Bank Transfer,24/04/2025 00:00,28/04/2025 00:00,Yes,982.5
ORD20402,08/04/2024 00:00,CUST1238,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Standard,15,27.9,Bank Transfer,08/04/2024 00:00,12/04/2024 00:00,No,0
ORD20403,04/05/2025 00:00,CUST1277,Minna,Niger State,P6001,Football,Sports,30,2,60,0,0,4.5,Two-Day,15,79.5,Paypal,04/05/2025 00:00,06/05/2025 00:00,No,0
ORD20404,20/05/2024 00:00,CUST1163,Lagos,Lagos State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,5,53.38,Paypal,20/05/2024 00:00,25/05/2024 00:00,No,0
ORD20405,27/10/2025 00:00,CUST1115,Abuja,Fct,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Standard,5,21.12,Credit Card,27/10/2025 00:00,31/10/2025 00:00,Yes,21.12
ORD20406,09/04/2025 00:00,CUST1052,Minna,Niger State,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Standard,10,655,Cash On Delivery,09/04/2025 00:00,11/04/2025 00:00,No,0
ORD20407,11/02/2025 00:00,CUST1286,Zaria,Kaduna State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.1,20,13.5,Standard,5,198.5,Bank Transfer,11/02/2025 00:00,12/02/2025 00:00,No,0
ORD20408,30/12/2025 00:00,CUST1249,Sokoto,Sokoto State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,10,225,Bank Transfer,30/12/2025 00:00,31/12/2025 00:00,No,0
ORD20409,12/04/2024 00:00,CUST1160,Jos,Plateau State,P1003,Wireless Headphones,Electronics,90,3,270,0,0,20.25,Expedited,5,295.25,Paypal,12/04/2024 00:00,13/04/2024 00:00,No,0
ORD20410,18/04/2024 00:00,CUST1228,Lagos,Lagos State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,15,31.12,Credit Card,18/04/2024 00:00,19/04/2024 00:00,No,0
ORD20411,21/05/2025 00:00,CUST1274,Zaria,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Two-Day,15,63.38,Cash On Delivery,21/05/2025 00:00,24/05/2025 00:00,No,0
ORD20412,29/08/2025 00:00,CUST1297,Zaria,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.1,1.2,0.81,Expedited,10,21.61,Cash On Delivery,29/08/2025 00:00,30/08/2025 00:00,No,0
ORD20413,11/08/2024 00:00,CUST1248,Minna,Niger State,P5001,Bestseller Novel,Books,12,2,24,0,0,1.8,Standard,5,30.8,Paypal,11/08/2024 00:00,14/08/2024 00:00,No,0
ORD20414,08/09/2024 00:00,CUST1274,Abuja,Fct,P6001,Football,Sports,30,3,90,0,0,6.75,Standard,15,111.75,Cash On Delivery,08/09/2024 00:00,12/09/2024 00:00,No,0
ORD20415,31/01/2024 00:00,CUST1031,Zaria,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,10,31.5,Cash On Delivery,31/01/2024 00:00,02/02/2024 00:00,No,0
ORD20416,22/10/2024 00:00,CUST1185,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Standard,5,144.75,Cash On Delivery,22/10/2024 00:00,27/10/2024 00:00,No,0
ORD20417,09/01/2024 00:00,CUST1203,Minna,Niger State,P1003,Wireless Headphones,Electronics,90,2,180,0.1,18,12.15,Expedited,10,184.15,Cash On Delivery,09/01/2024 00:00,13/01/2024 00:00,No,0
ORD20418,18/09/2025 00:00,CUST1113,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,2,2400,0,0,180,Expedited,15,2595,Bank Transfer,18/09/2025 00:00,22/09/2025 00:00,No,0
ORD20419,20/03/2025 00:00,CUST1104,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0.05,120,171,Standard,15,2466,Cash On Delivery,20/03/2025 00:00,24/03/2025 00:00,No,0
ORD20420,24/04/2024 00:00,CUST1047,Minna,Niger State,P1003,Wireless Headphones,Electronics,90,1,90,0.1,9,6.08,Two-Day,5,92.08,Paypal,24/04/2024 00:00,29/04/2024 00:00,No,0
ORD20421,23/03/2025 00:00,CUST1174,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,3,60,0,0,4.5,Expedited,15,79.5,Cash On Delivery,23/03/2025 00:00,27/03/2025 00:00,No,0
ORD20422,17/06/2024 00:00,CUST1106,Abuja,Fct,P1003,Wireless Headphones,Electronics,90,2,180,0,0,13.5,Two-Day,10,203.5,Paypal,17/06/2024 00:00,20/06/2024 00:00,No,0
ORD20423,21/08/2025 00:00,CUST1075,Kaduna,Kaduna State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,10,26.12,Paypal,21/08/2025 00:00,23/08/2025 00:00,No,0
ORD20424,13/09/2025 00:00,CUST1220,Lagos,Lagos State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Two-Day,15,111.75,Cash On Delivery,13/09/2025 00:00,15/09/2025 00:00,No,0
ORD20425,27/06/2024 00:00,CUST1070,Kano,Kano State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,15,63.38,Paypal,27/06/2024 00:00,29/06/2024 00:00,No,0
ORD20426,29/10/2025 00:00,CUST1254,Sokoto,Sokoto State,P1001,Smartphone X1,Electronics,300,2,600,0,0,45,Standard,15,660,Paypal,29/10/2025 00:00,31/10/2025 00:00,No,0
ORD20427,26/05/2024 00:00,CUST1272,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0.05,1.5,2.14,Standard,10,40.64,Cash On Delivery,26/05/2024 00:00,30/05/2024 00:00,No,0
ORD20428,07/03/2024 00:00,CUST1070,Jos,Plateau State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Expedited,15,111.75,Bank Transfer,07/03/2024 00:00,11/03/2024 00:00,Yes,111.75
ORD20429,03/09/2024 00:00,CUST1015,Sokoto,Sokoto State,P2001,Cookware Set,Home & Kitchen,130,4,520,0,0,39,Standard,10,569,Credit Card,03/09/2024 00:00,06/09/2024 00:00,No,0
ORD20430,15/06/2025 00:00,CUST1155,Kano,Kano State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,5,220,Credit Card,15/06/2025 00:00,20/06/2025 00:00,No,0
ORD20431,05/12/2024 00:00,CUST1054,Kaduna,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0.1,2,1.35,Standard,10,29.35,Bank Transfer,05/12/2024 00:00,07/12/2024 00:00,No,0
ORD20432,26/05/2024 00:00,CUST1295,Sokoto,Sokoto State,P2002,Vacuum Cleaner,Home & Kitchen,200,4,800,0,0,60,Expedited,5,865,Cash On Delivery,26/05/2024 00:00,28/05/2024 00:00,No,0
ORD20433,22/03/2025 00:00,CUST1178,Minna,Niger State,P3002,Women T‑Shirt,Clothing,20,2,40,0,0,3,Expedited,10,53,Paypal,22/03/2025 00:00,25/03/2025 00:00,No,0
ORD20434,31/08/2024 00:00,CUST1100,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,2,180,0,0,13.5,Standard,5,198.5,Credit Card,31/08/2024 00:00,02/09/2024 00:00,No,0
ORD20435,23/09/2025 00:00,CUST1123,Minna,Niger State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Expedited,5,21.12,Credit Card,23/09/2025 00:00,24/09/2025 00:00,No,0
ORD20436,08/01/2024 00:00,CUST1027,Lagos,Lagos State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Standard,5,17.9,Bank Transfer,08/01/2024 00:00,09/01/2024 00:00,Yes,17.9
ORD20437,29/08/2024 00:00,CUST1142,Minna,Niger State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,10,106.75,Cash On Delivery,29/08/2024 00:00,02/09/2024 00:00,No,0
ORD20438,18/02/2024 00:00,CUST1212,Zaria,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,5,37.25,Bank Transfer,18/02/2024 00:00,22/02/2024 00:00,No,0
ORD20439,02/03/2024 00:00,CUST1066,Zaria,Kaduna State,P6001,Football,Sports,30,1,30,0,0,2.25,Expedited,15,47.25,Credit Card,02/03/2024 00:00,04/03/2024 00:00,No,0
ORD20440,01/06/2024 00:00,CUST1125,Kaduna,Kaduna State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,5,26.5,Cash On Delivery,01/06/2024 00:00,05/06/2024 00:00,No,0
ORD20441,26/01/2024 00:00,CUST1066,Lagos,Lagos State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.05,10,14.25,Expedited,15,219.25,Credit Card,26/01/2024 00:00,28/01/2024 00:00,No,0
ORD20442,17/03/2025 00:00,CUST1247,Kaduna,Kaduna State,P6001,Football,Sports,30,2,60,0,0,4.5,Standard,15,79.5,Bank Transfer,17/03/2025 00:00,22/03/2025 00:00,No,0
ORD20443,05/07/2025 00:00,CUST1278,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,5,101.75,Bank Transfer,05/07/2025 00:00,10/07/2025 00:00,No,0
ORD20444,19/06/2025 00:00,CUST1278,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.1,13,8.78,Expedited,5,130.78,Bank Transfer,19/06/2025 00:00,22/06/2025 00:00,No,0
ORD20445,09/03/2024 00:00,CUST1162,Sokoto,Sokoto State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0.1,120,81,Standard,10,1171,Cash On Delivery,09/03/2024 00:00,11/03/2024 00:00,No,0
ORD20446,18/04/2024 00:00,CUST1053,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,5,53.38,Credit Card,18/04/2024 00:00,22/04/2024 00:00,No,0
ORD20447,18/03/2025 00:00,CUST1044,Kano,Kano State,P5001,Bestseller Novel,Books,12,2,24,0.05,1.2,1.71,Standard,15,39.51,Credit Card,18/03/2025 00:00,19/03/2025 00:00,No,0
ORD20448,04/03/2024 00:00,CUST1157,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0,0,2.25,Two-Day,10,42.25,Bank Transfer,04/03/2024 00:00,08/03/2024 00:00,No,0
ORD20449,05/10/2025 00:00,CUST1286,Jos,Plateau State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,5,26.5,Credit Card,05/10/2025 00:00,07/10/2025 00:00,No,0
ORD20450,12/08/2024 00:00,CUST1141,Sokoto,Sokoto State,P4001,Body Lotion,Health & Beauty,15,2,30,0.15,4.5,1.91,Expedited,15,42.41,Cash On Delivery,12/08/2024 00:00,13/08/2024 00:00,Yes,42.41
ORD20451,26/02/2024 00:00,CUST1244,Sokoto,Sokoto State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,15,27.9,Paypal,26/02/2024 00:00,01/03/2024 00:00,No,0
ORD20452,22/08/2025 00:00,CUST1224,Sokoto,Sokoto State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0.05,10,14.25,Two-Day,10,214.25,Paypal,22/08/2025 00:00,25/08/2025 00:00,No,0
ORD20453,02/12/2025 00:00,CUST1164,Minna,Niger State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Two-Day,10,31.5,Bank Transfer,02/12/2025 00:00,07/12/2025 00:00,No,0
ORD20454,18/01/2024 00:00,CUST1244,Abuja,Fct,P2002,Vacuum Cleaner,Home & Kitchen,200,3,600,0,0,45,Standard,15,660,Paypal,18/01/2024 00:00,22/01/2024 00:00,No,0
ORD20455,22/09/2024 00:00,CUST1252,Kaduna,Kaduna State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Expedited,15,160.12,Cash On Delivery,22/09/2024 00:00,25/09/2024 00:00,No,0
ORD20456,21/05/2024 00:00,CUST1070,Kaduna,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.1,1.2,0.81,Expedited,5,16.61,Credit Card,21/05/2024 00:00,25/05/2024 00:00,No,0
ORD20457,29/11/2024 00:00,CUST1228,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0.1,3,2.02,Two-Day,10,39.02,Cash On Delivery,29/11/2024 00:00,03/12/2024 00:00,Yes,39.02
ORD20458,25/07/2024 00:00,CUST1064,Kano,Kano State,P5001,Bestseller Novel,Books,12,1,12,0.1,1.2,0.81,Expedited,15,26.61,Credit Card,25/07/2024 00:00,29/07/2024 00:00,No,0
ORD20459,24/10/2025 00:00,CUST1236,Jos,Plateau State,P1001,Smartphone X1,Electronics,300,3,900,0.1,90,60.75,Expedited,10,880.75,Credit Card,24/10/2025 00:00,25/10/2025 00:00,No,0
ORD20460,10/04/2024 00:00,CUST1289,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0,0,180,Two-Day,10,2590,Cash On Delivery,10/04/2024 00:00,13/04/2024 00:00,No,0
ORD20461,17/09/2025 00:00,CUST1293,Sokoto,Sokoto State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,10,1300,Cash On Delivery,17/09/2025 00:00,19/09/2025 00:00,No,0
ORD20462,26/02/2024 00:00,CUST1022,Abuja,Fct,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,5,101.75,Credit Card,26/02/2024 00:00,29/02/2024 00:00,No,0
ORD20463,26/06/2025 00:00,CUST1021,Kaduna,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Expedited,15,27.9,Paypal,26/06/2025 00:00,28/06/2025 00:00,No,0
ORD20464,10/08/2024 00:00,CUST1082,Lagos,Lagos State,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Standard,10,142.76,Cash On Delivery,10/08/2024 00:00,11/08/2024 00:00,No,0
ORD20465,21/09/2025 00:00,CUST1288,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,15,230,Cash On Delivery,21/09/2025 00:00,23/09/2025 00:00,No,0
ORD20466,02/09/2025 00:00,CUST1295,Abuja,Fct,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,5,1295,Credit Card,02/09/2025 00:00,07/09/2025 00:00,No,0
ORD20467,16/10/2024 00:00,CUST1011,Minna,Niger State,P6001,Football,Sports,30,3,90,0,0,6.75,Expedited,15,111.75,Bank Transfer,16/10/2024 00:00,17/10/2024 00:00,No,0
ORD20468,07/08/2024 00:00,CUST1223,Kaduna,Kaduna State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,5,101.75,Credit Card,07/08/2024 00:00,10/08/2024 00:00,No,0
ORD20469,29/12/2024 00:00,CUST1219,Minna,Niger State,P3001,Men Denim Jeans,Clothing,45,3,135,0,0,10.12,Two-Day,15,160.12,Paypal,29/12/2024 00:00,01/01/2025 00:00,No,0
ORD20470,01/03/2024 00:00,CUST1091,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,1,130,0.05,6.5,9.26,Expedited,15,147.76,Credit Card,01/03/2024 00:00,06/03/2024 00:00,No,0
ORD20471,12/08/2024 00:00,CUST1228,Zaria,Kaduna State,P2001,Cookware Set,Home & Kitchen,130,1,130,0,0,9.75,Expedited,10,149.75,Paypal,12/08/2024 00:00,15/08/2024 00:00,No,0
ORD20472,04/05/2025 00:00,CUST1266,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,10,1300,Credit Card,04/05/2025 00:00,07/05/2025 00:00,No,0
ORD20473,19/12/2025 00:00,CUST1241,Jos,Plateau State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,10,225,Paypal,19/12/2025 00:00,23/12/2025 00:00,No,0
ORD20474,26/01/2025 00:00,CUST1067,Minna,Niger State,P1001,Smartphone X1,Electronics,300,3,900,0,0,67.5,Expedited,15,982.5,Credit Card,26/01/2025 00:00,30/01/2025 00:00,No,0
ORD20475,22/10/2025 00:00,CUST1067,Abuja,Fct,P4001,Body Lotion,Health & Beauty,15,2,30,0,0,2.25,Standard,5,37.25,Cash On Delivery,22/10/2025 00:00,24/10/2025 00:00,No,0
ORD20476,07/12/2024 00:00,CUST1223,Abuja,Fct,P5001,Bestseller Novel,Books,12,1,12,0,0,0.9,Standard,10,22.9,Paypal,07/12/2024 00:00,10/12/2024 00:00,No,0
ORD20477,28/04/2024 00:00,CUST1124,Sokoto,Sokoto State,P6001,Football,Sports,30,1,30,0,0,2.25,Standard,5,37.25,Bank Transfer,28/04/2024 00:00,01/05/2024 00:00,No,0
ORD20478,20/07/2025 00:00,CUST1183,Minna,Niger State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Credit Card,20/07/2025 00:00,24/07/2025 00:00,No,0
ORD20479,10/05/2024 00:00,CUST1204,Lagos,Lagos State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Standard,15,36.5,Cash On Delivery,10/05/2024 00:00,13/05/2024 00:00,Yes,36.5
ORD20480,25/07/2024 00:00,CUST1198,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,2,2400,0,0,180,Two-Day,10,2590,Cash On Delivery,25/07/2024 00:00,26/07/2024 00:00,No,0
ORD20481,04/06/2025 00:00,CUST1245,Minna,Niger State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Standard,15,230,Cash On Delivery,04/06/2025 00:00,06/06/2025 00:00,No,0
ORD20482,29/07/2025 00:00,CUST1078,Jos,Plateau State,P1001,Smartphone X1,Electronics,300,3,900,0,0,67.5,Two-Day,10,977.5,Credit Card,29/07/2025 00:00,30/07/2025 00:00,No,0
ORD20483,06/04/2024 00:00,CUST1189,Sokoto,Sokoto State,P2002,Vacuum Cleaner,Home & Kitchen,200,1,200,0,0,15,Expedited,15,230,Paypal,06/04/2024 00:00,09/04/2024 00:00,No,0
ORD20484,29/01/2024 00:00,CUST1043,Minna,Niger State,P3002,Women T‑Shirt,Clothing,20,1,20,0,0,1.5,Expedited,5,26.5,Paypal,29/01/2024 00:00,01/02/2024 00:00,No,0
ORD20485,26/08/2024 00:00,CUST1286,Minna,Niger State,P4001,Body Lotion,Health & Beauty,15,1,15,0,0,1.12,Two-Day,10,26.12,Credit Card,26/08/2024 00:00,28/08/2024 00:00,No,0
ORD20486,07/09/2025 00:00,CUST1192,Kano,Kano State,P3002,Women T‑Shirt,Clothing,20,4,80,0,0,6,Standard,15,101,Paypal,07/09/2025 00:00,08/09/2025 00:00,No,0
ORD20487,27/10/2024 00:00,CUST1020,Sokoto,Sokoto State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Two-Day,10,1300,Credit Card,27/10/2024 00:00,31/10/2024 00:00,No,0
ORD20488,15/03/2024 00:00,CUST1177,Kano,Kano State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Standard,15,1305,Cash On Delivery,15/03/2024 00:00,16/03/2024 00:00,Yes,1305
ORD20489,04/07/2025 00:00,CUST1181,Jos,Plateau State,P1002,Laptop Pro 15,Electronics,1200,1,1200,0,0,90,Expedited,15,1305,Cash On Delivery,04/07/2025 00:00,07/07/2025 00:00,No,0
ORD20490,22/06/2025 00:00,CUST1167,Lagos,Lagos State,P3001,Men Denim Jeans,Clothing,45,1,45,0,0,3.38,Standard,10,58.38,Cash On Delivery,22/06/2025 00:00,27/06/2025 00:00,No,0
ORD20491,14/11/2024 00:00,CUST1119,Abuja,Fct,P2001,Cookware Set,Home & Kitchen,130,3,390,0,0,29.25,Expedited,5,424.25,Cash On Delivery,14/11/2024 00:00,19/11/2024 00:00,No,0
ORD20492,15/09/2024 00:00,CUST1154,Kano,Kano State,P4001,Body Lotion,Health & Beauty,15,2,30,0.05,1.5,2.14,Two-Day,5,35.64,Paypal,15/09/2024 00:00,19/09/2024 00:00,No,0
ORD20493,27/03/2024 00:00,CUST1075,Abuja,Fct,P1003,Wireless Headphones,Electronics,90,3,270,0,0,20.25,Expedited,5,295.25,Bank Transfer,27/03/2024 00:00,28/03/2024 00:00,No,0
ORD20494,20/07/2025 00:00,CUST1103,Lagos,Lagos State,P1003,Wireless Headphones,Electronics,90,1,90,0,0,6.75,Two-Day,10,106.75,Credit Card,20/07/2025 00:00,22/07/2025 00:00,No,0
ORD20495,11/06/2024 00:00,CUST1161,Minna,Niger State,P2001,Cookware Set,Home & Kitchen,130,2,260,0,0,19.5,Standard,15,294.5,Bank Transfer,11/06/2024 00:00,12/06/2024 00:00,No,0
ORD20496,18/12/2025 00:00,CUST1110,Minna,Niger State,P1002,Laptop Pro 15,Electronics,1200,3,3600,0,0,270,Expedited,10,3880,Paypal,18/12/2025 00:00,23/12/2025 00:00,No,0
ORD20497,26/03/2024 00:00,CUST1148,Sokoto,Sokoto State,P3001,Men Denim Jeans,Clothing,45,2,90,0,0,6.75,Standard,5,101.75,Credit Card,26/03/2024 00:00,29/03/2024 00:00,No,0
ORD20498,19/04/2025 00:00,CUST1118,Kaduna,Kaduna State,P5001,Bestseller Novel,Books,12,1,12,0.05,0.6,0.86,Two-Day,5,17.26,Bank Transfer,19/04/2025 00:00,23/04/2025 00:00,No,0
ORD20499,19/03/2025 00:00,CUST1005,Lagos,Lagos State,P4001,Body Lotion,Health & Beauty,15,2,30,0,0,2.25,Two-Day,10,42.25,Credit Card,19/03/2025 00:00,24/03/2025 00:00,No,0
